Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,label
192.168.220.130-192.168.220.2-34916-53-17,192.168.220.130,34916,192.168.220.2,53,17,28-04-2025 15:49,16527,1,3,42,199,42,42,42,0,99,42,66.33333333,29.39954648,14582.19883,242.0281963,5509,9120.779791,16037,1,0,0,0,0,0,16527,8263.5,11684.93956,16526,1,0,0,0,0,8,24,60.50704907,181.5211472,42,99,56.6,24.69412886,609.8,0,0,0,0,0,0,0,0,3,70.75,42,66.33333333,0,0,0,0,0,0,1,42,3,199,-1,-1,1,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-103.226.190.73-47612-443-17,192.168.220.130,47612,103.226.190.73,443,17,28-04-2025 15:48,37736450,120,1847,31492,2442001,1357,29,262.4333333,471.4859709,1357,24,1322.144559,203.4502641,65546.52067,52.12466991,19194.53204,447977.6506,16500000,0,37700000,316921.7899,1806025.042,16500000,69,37700000,20442.28061,462750.9539,16500000,0,0,0,0,0,960,14776,3.179949359,48.94472056,24,1357,1257.545732,341.5108287,116629.6461,0,0,0,0,0,0,0,0,15,1258.185053,262.4333333,1322.144559,0,0,0,0,0,0,120,31492,1847,2442001,-1,-1,120,0,1027164.333,1548166.842,2812133,49617,10400000,5344498.181,16500000,6527051,normal,0
192.168.220.130-192.168.220.2-51925-53-17,192.168.220.130,51925,192.168.220.2,53,17,28-04-2025 15:49,21087,1,3,35,193,35,35,35,0,91,35,64.33333333,28.09507667,10812.34884,189.6903305,7029,6723.771784,13676,231,0,0,0,0,0,21087,10543.5,4756.707317,13907,7180,0,0,0,0,8,24,47.42258263,142.2677479,35,91,52.6,25.54995108,652.8,0,0,0,0,0,0,0,0,3,65.75,35,64.33333333,0,0,0,0,0,0,1,35,3,193,-1,-1,1,0,0,0,0,0,0,0,0,0,normal,0
142.250.207.163-192.168.220.130-443-43041-17,192.168.220.130,43041,142.250.207.163,443,17,28-04-2025 15:47,56306932,129,130,16347,68476,731,30,126.7209302,123.312356,1357,26,526.7384615,468.7479539,1506.43974,4.599788886,218243.9225,1923134.472,22600000,0,56200000,439260.375,2720111.323,22600000,88,56300000,436487.845,2709914.41,22600000,0,0,0,0,0,1032,1040,2.291014542,2.308774344,26,1357,331.4615385,401.2883817,161032.3653,0,0,0,0,0,0,0,0,1,332.7413127,126.7209302,526.7384615,0,0,0,0,0,0,129,16347,130,68476,-1,-1,129,0,2558253.333,3024972.857,5936621,100672,16200000,8904896.833,22600000,6027400,normal,0
192.168.220.130-192.168.220.1-80-60389-6,192.168.220.1,60389,192.168.220.130,80,6,28-04-2025 15:27,2001996,4,6,0,0,0,0,0,0,0,0,0,0,0,4.995014975,222444,263692.4601,501058,15,1501858,500619.3333,627.3534357,501159,499931,2001996,400399.2,223822.1965,501198,15,0,0,0,0,128,132,1.99800599,2.997008985,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
192.168.220.130-44.236.57.1-45402-443-6,44.236.57.1,443,192.168.220.130,45402,6,28-04-2025 15:49,259771,2,2,31,0,31,0,15.5,21.92031022,0,0,0,0,119.3358766,15.39817763,86590.33333,149661.9707,259405,29,259405,259405,0,259405,259405,259771,259771,0,259771,259771,0,0,0,0,40,40,7.699088813,7.699088813,0,31,6.2,13.86362146,192.2,0,0,0,0,1,0,0,0,1,7.75,15.5,0,0,0,0,0,0,0,2,31,2,0,-1,0,1,0,0,0,0,0,0,0,0,0,normal,0
142.250.182.194-192.168.220.130-443-58293-17,192.168.220.130,58293,142.250.182.194,443,17,28-04-2025 15:48,24046170,20,26,5569,7799,1357,31,278.45,462.5060426,1357,25,299.9615385,482.1313913,555.9305286,1.912986559,534359.3333,1668911.646,6160519,0,24000000,1262497.053,2429056.718,6195300,145,24000000,961846.8,2176189.332,6195931,0,0,0,0,0,160,208,0.831733286,1.081253272,25,1357,313.2978723,488.8722121,238996.0398,0,0,0,0,0,0,0,0,1,320.1086957,278.45,299.9615385,0,0,0,0,0,0,20,5569,26,7799,-1,-1,20,0,163737.5,27215.34585,192925,128498,5809066.25,356388.0844,6160519,5312698,normal,0
192.168.220.130-192.168.220.2-42015-53-17,192.168.220.130,42015,192.168.220.2,53,17,28-04-2025 15:47,20636,1,3,46,182,46,46,46,0,74,46,60.66666667,14.04753834,11048.65284,193.8360147,6878.666667,11824.24785,20532,0,0,0,0,0,0,20636,10318,14591.85554,20636,0,0,0,0,0,8,24,48.45900368,145.377011,46,74,54.8,12.77497554,163.2,0,0,0,0,0,0,0,0,3,68.5,46,60.66666667,0,0,0,0,0,0,1,46,3,182,-1,-1,1,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.1-80-57807-6,192.168.220.1,57807,192.168.220.130,80,6,28-04-2025 15:27,2002991,4,6,0,0,0,0,0,0,0,0,0,0,0,4.992533666,222554.5556,263806.5506,501064,17,1502248,500749.3333,353.3289308,501154,500502,2002991,400598.2,223931.901,501233,17,0,0,0,0,128,132,1.997013466,2.9955202,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
192.168.220.130-192.168.220.1-80-61819-6,192.168.220.1,61819,192.168.220.130,80,6,28-04-2025 15:28,2005201,4,6,0,0,0,0,0,0,0,0,0,0,0,4.987031225,222800.1111,264100.899,501845,37,1504037,501345.6667,619.0802317,502056,500921,2005201,401040.2,224167.8862,501882,37,0,0,0,0,128,132,1.99481249,2.992218735,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
192.168.220.130-192.168.220.1-80-57593-6,192.168.220.1,57593,192.168.220.130,80,6,28-04-2025 15:27,2011678,4,6,0,0,0,0,0,0,0,0,0,0,0,4.97097448,223519.7778,265013.7093,505889,18,1510485,503495,2098.216385,505907,502091,2011678,402335.6,224900.1179,505919,35,0,0,0,0,128,132,1.988389792,2.982584688,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
192.168.220.130-192.168.220.1-80-63237-6,192.168.220.1,63237,192.168.220.130,80,6,28-04-2025 15:28,2004437,4,6,0,0,0,0,0,0,0,0,0,0,0,4.988932054,222715.2222,264062.0529,501286,16,1503120,501040,276.5429442,501306,500754,2004437,400887.4,224082.9094,501364,36,0,0,0,0,128,132,1.995572822,2.993359233,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
192.168.220.130-192.168.220.2-55494-53-17,192.168.220.130,55494,192.168.220.2,53,17,28-04-2025 15:47,20397,1,3,57,287,57,57,57,0,121,57,95.66666667,34.01960219,16865.22528,196.1072707,6799,11010.34836,19509,180,0,0,0,0,0,20397,10198.5,13421.59381,19689,708,0,0,0,0,8,24,49.02681767,147.080453,57,121,80.2,32.049961,1027.2,0,0,0,0,0,0,0,0,3,100.25,57,95.66666667,0,0,0,0,0,0,1,57,3,287,-1,-1,1,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-18.239.153.9-38836-443-6,192.168.220.130,38836,18.239.153.9,443,6,28-04-2025 15:49,248985,11,13,1039,11519,517,0,94.45454545,164.0599669,4867,0,886.0769231,1699.519808,50436.7733,96.39134888,10825.43478,18528.19945,74163,73,228445,22844.5,26260.04417,74236,107,248892,20741,31995.82096,115352,172,0,0,0,0,220,284,44.17936824,52.21198064,0,4867,502.32,1273.549689,1621928.81,0,1,0,0,0,0,0,0,1,523.25,94.45454545,886.0769231,0,0,0,0,0,0,11,1039,13,11519,-1,64240,5,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.2-36556-53-17,192.168.220.130,36556,192.168.220.2,53,17,28-04-2025 15:46,17610,1,3,53,479,53,53,53,0,219,53,159.6666667,92.57069371,30210.10789,227.1436684,5870,10000.45134,17417,1,0,0,0,0,0,17610,8805,12450.7362,17609,1,0,0,0,0,8,24,56.78591709,170.3577513,53,219,117,87.73824708,7698,0,0,0,0,0,0,0,0,3,146.25,53,159.6666667,0,0,0,0,0,0,1,53,3,479,-1,-1,1,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.2-34921-53-17,192.168.220.130,34921,192.168.220.2,53,17,28-04-2025 15:49,26526,1,3,34,424,34,34,34,0,202,34,141.3333333,93.21659366,17266.07856,150.795446,8842,14954.25518,26108,0,0,0,0,0,0,26526,13263,18756.71448,26526,0,0,0,0,0,8,24,37.69886149,113.0965845,34,202,98.4,88.32213766,7800.8,0,0,0,0,0,0,0,0,3,123,34,141.3333333,0,0,0,0,0,0,1,34,3,424,-1,-1,1,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.1-80-61495-6,192.168.220.1,61495,192.168.220.130,80,6,28-04-2025 15:28,2007935,4,6,0,0,0,0,0,0,0,0,0,0,0,4.980240894,223103.8889,264479.1583,503387,16,1506252,502084,1258.042527,503418,500919,2007935,401587,224487.2021,503534,16,0,0,0,0,128,132,1.992096358,2.988144537,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
142.251.42.98-192.168.220.130-443-38228-6,142.251.42.98,443,192.168.220.130,38228,6,28-04-2025 15:47,22398,2,1,0,0,0,0,0,0,0,0,0,0,0,133.9405304,11199,15204.21001,21950,448,21950,21950,0,21950,21950,0,0,0,0,0,0,0,0,0,40,20,89.29368694,44.64684347,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.1-80-61150-6,192.168.220.1,61150,192.168.220.130,80,6,28-04-2025 15:28,2003310,4,6,0,0,0,0,0,0,0,0,0,0,0,4.991738672,222590,263898.7412,501643,29,1502070,500690,858.4107408,501678,500127,2003310,400662,223960.0754,501773,32,0,0,0,0,128,132,1.996695469,2.995043203,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
142.251.220.1-192.168.220.130-443-51302-6,142.251.220.1,443,192.168.220.130,51302,6,28-04-2025 15:47,25156,2,1,0,0,0,0,0,0,0,0,0,0,0,119.2558435,12578,17516.44918,24964,192,24964,24964,0,24964,24964,0,0,0,0,0,0,0,0,0,40,20,79.50389569,39.75194785,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,0,0,0,0,0,0,0,0,normal,0
142.251.220.10-192.168.220.130-443-41058-6,192.168.220.130,41058,142.251.220.10,443,6,28-04-2025 15:47,116536150,12,14,860,9053,517,0,71.66666667,148.5244598,5648,0,646.6428571,1608.151572,85.06373344,0.223106736,4661446,16100000,58300000,34,117000000,10600000,23500000,58300000,2155,117000000,8964312,21800000,58300000,2008,0,0,0,0,240,304,0.102972339,0.120134396,0,5648,367.1481481,1178.962637,1389952.9,0,1,0,0,0,0,0,0,1,381.2692308,71.66666667,646.6428571,0,0,0,0,0,0,12,860,14,9053,-1,64240,6,0,88508.5,106731.4047,163979,13038,58200000,187130.1528,58300000,58000000,normal,0
192.168.220.130-192.168.220.1-80-63113-6,192.168.220.1,63113,192.168.220.130,80,6,28-04-2025 15:28,2004406,4,6,0,0,0,0,0,0,0,0,0,0,0,4.989009213,222711.7778,264033.3054,502163,8,1503169,501056.3333,1051.350243,502253,500281,2004406,400881.2,224096.1683,502200,8,0,0,0,0,128,132,1.995603685,2.993405528,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
192.168.220.130-192.168.220.1-80-62722-6,192.168.220.1,62722,192.168.220.130,80,6,28-04-2025 15:28,2006031,4,6,0,0,0,0,0,0,0,0,0,0,0,4.98496783,222892.3333,264113.9611,502512,25,1503045,501015,614.3492492,501695,500500,2006031,401206.2,224184.1831,502659,176,0,0,0,0,128,132,1.993987132,2.990980698,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
192.168.220.130-192.168.220.1-80-59110-6,192.168.220.1,59110,192.168.220.130,80,6,28-04-2025 15:27,2006811,4,6,0,0,0,0,0,0,0,0,0,0,0,4.98303029,222979,264346.6418,502414,32,1505874,501958,447.1856438,502468,501633,2006811,401362.2,224331.5477,502446,67,0,0,0,0,128,132,1.993212116,2.989818174,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
192.168.220.130-192.168.220.2-41884-53-17,192.168.220.130,41884,192.168.220.2,53,17,28-04-2025 15:49,17661,1,3,35,149,35,35,35,0,63,35,49.66666667,14.04753834,10418.4361,226.4877414,5887,10107.50864,17558,1,0,0,0,0,0,17661,8830.5,12486.79865,17660,1,0,0,0,0,8,24,56.62193534,169.865806,35,63,43.8,12.77497554,163.2,0,0,0,0,0,0,0,0,3,54.75,35,49.66666667,0,0,0,0,0,0,1,35,3,149,-1,-1,1,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.1-80-62208-6,192.168.220.1,62208,192.168.220.130,80,6,28-04-2025 15:28,2003544,4,6,0,0,0,0,0,0,0,0,0,0,0,4.991155672,222616,263921.1007,500964,12,1502667,500889,221.8197466,501121,500679,2003544,400708.8,223983.5028,501008,35,0,0,0,0,128,132,1.996462269,2.994693403,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
192.168.220.130-192.168.220.2-50931-53-17,192.168.220.130,50931,192.168.220.2,53,17,28-04-2025 15:46,19878,1,3,28,198,28,28,28,0,91,28,66,33.45145737,11369.35305,201.2274877,6626,10320.50672,18524,93,0,0,0,0,0,19878,9939,12272.54529,18617,1261,0,0,0,0,8,24,50.30687192,150.9206158,28,91,50.8,31.50714205,992.7,0,0,0,0,0,0,0,0,3,63.5,28,66,0,0,0,0,0,0,1,28,3,198,-1,-1,1,0,0,0,0,0,0,0,0,0,normal,0
142.250.207.163-192.168.220.130-443-56154-6,142.250.207.163,443,192.168.220.130,56154,6,28-04-2025 15:47,9233,2,1,0,0,0,0,0,0,0,0,0,0,0,324.9214773,4616.5,6016.771601,8871,362,8871,8871,0,8871,8871,0,0,0,0,0,0,0,0,0,40,20,216.6143182,108.3071591,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.2-48591-53-17,192.168.220.130,48591,192.168.220.2,53,17,28-04-2025 15:49,26220,0,2,0,96,0,0,0,0,56,40,48,11.3137085,3661.327231,76.27765065,26220,0,26220,26220,0,0,0,0,0,26220,26220,0,26220,26220,0,0,0,0,0,16,0,76.27765065,40,56,45.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,0,68,0,48,0,0,0,0,0,0,0,0,2,96,-1,-1,0,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-35.244.181.201-58156-443-6,192.168.220.130,58156,35.244.181.201,443,6,28-04-2025 15:47,135180,8,7,515,3803,197,0,64.375,86.93336939,3423,0,543.2857143,1277.707154,31942.59506,110.9631602,9655.714286,16323.04192,51203,102,123462,17637.42857,23579.34715,51719,125,134853,22475.5,34837.00001,93085,1507,0,0,0,0,160,164,59.18035212,51.78280811,0,3423,269.875,847.8232422,718804.25,0,1,0,0,0,0,0,0,0,287.8666667,64.375,543.2857143,0,0,0,0,0,0,8,515,7,3803,-1,64240,4,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.2-50004-53-17,192.168.220.130,50004,192.168.220.2,53,17,28-04-2025 15:47,16636,0,2,0,148,0,0,0,0,97,51,74,32.52691193,8896.36932,120.221207,16636,0,16636,16636,0,0,0,0,0,16636,16636,0,16636,16636,0,0,0,0,0,16,0,120.221207,51,97,66.33333333,26.55811238,705.3333333,0,0,0,0,0,0,0,0,0,99.5,0,74,0,0,0,0,0,0,0,0,2,148,-1,-1,0,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.1-80-63145-6,192.168.220.1,63145,192.168.220.130,80,6,28-04-2025 15:28,2002146,4,6,0,0,0,0,0,0,0,0,0,0,0,4.99464075,222460.6667,263728.9401,501035,14,1501059,500353,167.0059879,500512,500179,2002146,400429.2,223839.1933,501119,14,0,0,0,0,128,132,1.9978563,2.99678445,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
192.168.220.130-192.168.220.1-80-58714-6,192.168.220.1,58714,192.168.220.130,80,6,28-04-2025 15:27,2004461,4,6,0,0,0,0,0,0,0,0,0,0,0,4.98887232,222717.8889,264057.9925,501972,23,1502954,500984.6667,911.7962126,501995,500223,2004461,400892.2,224047.8714,502002,105,0,0,0,0,128,132,1.995548928,2.993323392,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
192.168.220.130-192.168.220.2-43496-53-17,192.168.220.130,43496,192.168.220.2,53,17,28-04-2025 15:49,24975,0,2,0,106,0,0,0,0,61,45,53,11.3137085,4244.244244,80.08008008,24975,0,24975,24975,0,0,0,0,0,24975,24975,0,24975,24975,0,0,0,0,0,16,0,80.08008008,45,61,50.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,0,75.5,0,53,0,0,0,0,0,0,0,0,2,106,-1,-1,0,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-104.21.48.105-60688-443-6,104.21.48.105,443,192.168.220.130,60688,6,28-04-2025 15:49,5268,2,2,31,0,31,0,15.5,21.92031022,0,0,0,0,5884.586181,759.3014427,1756,2638.028999,4792,23,4792,4792,0,4792,4792,5268,5268,0,5268,5268,0,0,0,0,40,40,379.6507213,379.6507213,0,31,6.2,13.86362146,192.2,0,0,0,0,1,0,0,0,1,7.75,15.5,0,0,0,0,0,0,0,2,31,2,0,-1,0,1,0,0,0,0,0,0,0,0,0,normal,0
142.250.183.195-192.168.220.130-443-55852-6,192.168.220.130,55852,142.250.183.195,443,6,28-04-2025 15:47,132076,7,9,792,3476,517,0,113.1428571,190.3159028,2831,0,386.2222222,938.749804,32314.72788,121.1423726,8805.066667,18733.10568,70236,47,122701,20450.16667,27351.93065,71136,780,132015,16501.875,23730.6624,70236,551,0,0,0,0,140,204,52.999788,68.14258457,0,2831,251.0588235,690.4676378,476745.5588,0,1,0,0,0,0,0,0,1,266.75,113.1428571,386.2222222,0,0,0,0,0,0,7,792,9,3476,-1,64240,4,0,0,0,0,0,0,0,0,0,normal,0
175.100.184.8-192.168.220.130-80-59128-6,192.168.220.130,59128,175.100.184.8,80,6,28-04-2025 15:49,11341841,5,5,415,732,415,0,83,185.5936421,732,0,146.4,327.3603519,101.1299665,0.881691076,1260204.556,3295984.808,10000000,20,11300000,2830464.5,4801216.985,10000000,348,11300000,2835460.25,5461093.276,11000000,1031,0,0,0,0,100,124,0.440845538,0.440845538,0,732,104.2727273,242.579509,58844.81818,0,1,0,0,0,0,0,0,1,114.7,83,146.4,0,0,0,0,0,0,5,415,5,732,-1,64240,1,0,317273,0,317273,317273,10000000,0,10000000,10000000,normal,0
188.245.96.240-192.168.220.130-443-59428-6,192.168.220.130,59428,188.245.96.240,443,6,28-04-2025 15:49,5575893,7,6,804,563,700,0,114.8571429,259.6891915,303,0,93.83333333,146.0005708,245.1625237,2.331465112,464657.75,1463136.6,5107258,61,5448169,908028.1667,2058607.07,5107258,106,420291,84058.2,66388.61225,134596,1364,0,0,0,0,140,144,1.255404291,1.076060821,0,700,97.64285714,200.5583004,40223.63187,0,1,0,0,0,0,0,0,0,105.1538462,114.8571429,93.83333333,0,0,0,0,0,0,7,804,6,563,-1,64240,3,0,468529,0,468529,468529,5107258,0,5107258,5107258,normal,0
192.168.220.130-192.168.220.1-80-57784-6,192.168.220.1,57784,192.168.220.130,80,6,28-04-2025 15:27,2003693,4,6,0,0,0,0,0,0,0,0,0,0,0,4.990784516,222632.5556,263937.2251,501102,10,1502976,500992,344.0770263,501204,500595,2003693,400738.6,224014.2322,501192,10,0,0,0,0,128,132,1.996313807,2.99447071,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
192.168.220.130-192.168.220.2-36117-53-17,192.168.220.130,36117,192.168.220.2,53,17,28-04-2025 15:47,25526,0,2,0,107,0,0,0,0,79,28,53.5,36.06244584,4191.804435,78.35148476,25526,0,25526,25526,0,0,0,0,0,25526,25526,0,25526,25526,0,0,0,0,0,16,0,78.35148476,28,79,45,29.44486373,867,0,0,0,0,0,0,0,0,0,67.5,0,53.5,0,0,0,0,0,0,0,0,2,107,-1,-1,0,0,0,0,0,0,0,0,0,0,normal,0
173.194.140.200-192.168.220.130-443-39960-6,192.168.220.130,39960,173.194.140.200,443,6,28-04-2025 15:47,1074549,8,9,1978,5826,1373,0,247.25,488.1494941,3217,0,647.3333333,1118.178765,7262.58179,15.82059078,67159.3125,148786.2298,520503,33,816341,116620.1429,204072.3245,527282,674,1074458,134307.25,192711.087,520503,682,0,0,0,0,160,204,7.444983896,8.375606883,0,3217,433.5555556,859.1232345,738092.732,0,1,0,0,0,0,0,0,1,459.0588235,247.25,647.3333333,0,0,0,0,0,0,8,1978,9,5826,-1,64240,4,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-5.223.43.17-39498-443-6,5.223.43.17,443,192.168.220.130,39498,6,28-04-2025 15:49,1853,1,1,24,0,24,24,24,0,0,0,0,0,12951.96978,1079.330815,1853,0,1853,1853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,539.6654074,539.6654074,0,24,8,13.85640646,192,0,0,0,0,1,0,0,0,1,12,24,0,0,0,0,0,0,0,1,24,1,0,-1,64239,1,0,0,0,0,0,0,0,0,0,normal,0
192.168.220.130-192.168.220.1-80-62925-6,192.168.220.1,62925,192.168.220.130,80,6,28-04-2025 15:28,2002661,4,6,0,0,0,0,0,0,0,0,0,0,0,4.993356339,222517.8889,263784.5221,501554,23,1501685,500561.6667,937.9628635,501644,499986,2002661,400532.2,223823.6366,501577,146,0,0,0,0,128,132,1.997342536,2.996013804,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
192.168.220.130-34.107.243.93-33454-443-6,192.168.220.130,33454,34.107.243.93,443,6,28-04-2025 15:46,116269288,12,13,860,3843,517,0,71.66666667,148.5244598,3116,0,295.6153846,864.0666003,40.44920272,0.215018088,4844553.667,16400000,58000000,41,116000000,10600000,23500000,58000000,855,116000000,9689101.833,22600000,58100000,1433,0,0,0,0,240,284,0.103208682,0.111809406,0,3116,180.8846154,618.0281759,381958.8262,0,1,0,0,0,0,0,0,1,188.12,71.66666667,295.6153846,0,0,0,0,0,0,12,860,13,3843,-1,64240,6,0,102254.5,114641.1011,183318,21191,58000000,12685.49565,58000000,58000000,normal,0
192.168.220.130-192.168.220.1-80-63448-6,192.168.220.1,63448,192.168.220.130,80,6,28-04-2025 15:28,2005307,4,6,0,0,0,0,0,0,0,0,0,0,0,4.986767612,222811.8889,264068.4549,501768,8,1504747,501582.3333,286.930886,501913,501399,2005307,401061.4,224196.2298,502005,8,0,0,0,0,128,132,1.994707045,2.992060567,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
192.168.220.130-192.168.220.1-80-61013-6,192.168.220.1,61013,192.168.220.130,80,6,28-04-2025 15:27,2005764,4,6,0,0,0,0,0,0,0,0,0,0,0,4.98563141,222862.6667,264166.7375,502547,10,1504401,501467,1256.848837,502870,500444,2005764,401152.8,224245.8027,502557,12,0,0,0,0,128,132,1.994252564,2.991378846,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,Attack,1
142.251.42.97-192.168.220.130-443-49118-6,192.168.220.130,49118,142.251.42.97,443,6,28-04-2025 15:48,1272486,24,27,1365,62994,517,0,56.875,119.7157185,8952,0,2333.111111,3115.267618,50577.37374,40.07902641,25449.72,93330.89309,616821,0,1211913,52691.86957,133558.8119,616861,104,1248024,48000.92308,126365.4188,616850,0,0,0,0,0,480,564,18.86071831,21.2183081,0,8952,1237.673077,2505.097029,6275511.126,0,1,0,0,0,0,0,0,1,1261.941176,56.875,2333.111111,0,0,0,0,0,0,24,1365,27,62994,-1,64240,10,0,0,0,0,0,0,0,0,0,normal,0
142.250.192.78-192.168.220.130-443-37968-17,192.168.220.130,37968,142.250.192.78,443,17,28-04-2025 15:47,102355,5,8,397,4920,113,71,79.4,18.78297101,1357,27,615,643.2238002,51946.65625,127.0089395,8529.583333,13644.59126,37154,0,26428,6607,4226.445552,9023,280,102002,14571.71429,15766.27576,37154,0,0,0,0,0,40,64,48.84959211,78.15934737,27,1357,476.7142857,595.8025523,354980.6813,0,0,0,0,0,0,0,0,1,513.3846154,79.4,615,0,0,0,0,0,0,5,397,8,4920,-1,-1,5,0,0,0,0,0,0,0,0,0,normal,0
